service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
72761,1,1,1,1,1,0,0,20130114,20190519
72762,0,0,0,0,0,1,0,20160206,20160206
72763,0,0,0,0,0,0,1,20130114,20190519
72764,0,0,0,0,0,1,1,20130114,20190519
72765,0,0,0,0,0,0,1,20160207,20160207
72766,1,1,1,1,1,1,1,20130114,20190519
72767,1,1,0,1,1,0,1,20130114,20190519
72768,0,1,0,1,0,1,0,20130114,20190519
72769,1,0,1,0,1,0,1,20130114,20190519
