route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
1,VN,1,Route  1,3,,
2,VN,2,Route  2,3,,
3,VN,3,Route  3,3,,
4,VN,4,Route  4,3,,
5,VN,5,Route  5,3,,
6,VN,6,Route  6,3,,
7,VN,7,Route  7,3,,
8,VN,8,Route  8,3,,
10,VN,10,Route 10,3,,
11,VN,11,Route 11,3,,
21,VN,21,Route 21,3,,
25,VN,25,Route 25,3,,
29,VN,29,Route 29,3,,
