route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_short_name
1,73048,3905,,0,38412,,
1,73047,3568,,0,38075,,
1,73048,3906,,0,38413,,
1,73047,3569,,0,38076,,
1,73048,3907,,0,38414,,
1,73047,3570,,0,38077,,
1,73048,3908,,0,38415,,
1,73047,3571,,0,38078,,
1,73048,3909,,0,38416,,
1,73047,3572,,0,38079,,
1,73048,3910,,0,38417,,
1,73047,3573,,0,38080,,
1,73048,3911,,0,38418,,
1,73047,3574,,0,38081,,
1,73048,3912,,0,38419,,
1,73047,3575,,0,38082,,
1,73048,3913,,0,38420,,
1,73047,3576,,0,38083,,
1,73048,3914,,0,38421,,
1,73047,3577,,0,38084,,
1,73048,3915,,0,38422,,
1,73047,3578,,0,38085,,
1,73048,3916,,0,38423,,
1,73047,3579,,0,38086,,
1,73048,3917,,0,38424,,
1,73047,3580,,0,38087,,
1,73048,3918,,0,38425,,
1,73047,3581,,0,38088,,
1,73048,3919,,0,38426,,
1,73047,3582,,0,38089,,
2,73047,3668,,0,38175,,
2,73048,3971,,0,38478,,
2,73047,3669,,0,38176,,
2,73047,3670,,0,38177,,
2,73048,3972,,0,38479,,
2,73047,3671,,0,38178,,
2,73048,3973,,0,38480,,
2,73047,3672,,0,38179,,
2,73048,3974,,0,38481,,
2,73047,3673,,0,38180,,
2,73047,3674,,0,38181,,
2,73048,3975,,0,38482,,
2,73047,3675,,0,38182,,
2,73048,3976,,0,38483,,
2,73047,3676,,0,38183,,
2,73047,3677,,0,38184,,
2,73048,3977,,0,38484,,
2,73047,3678,,0,38185,,
2,73048,3978,,0,38485,,
2,73047,3679,,0,38186,,
2,73047,3680,,0,38187,,
2,73048,3979,,0,38486,,
2,73047,3681,,0,38188,,
2,73048,3980,,0,38487,,
2,73047,3682,,0,38189,,
2,73047,3683,,0,38190,,
2,73048,3981,,0,38488,,
2,73047,3684,,0,38191,,
2,73048,3982,,0,38489,,
2,73047,3685,,0,38192,,
2,73047,3686,,0,38193,,
2,73048,3983,,0,38490,,
2,73047,3687,,0,38194,,
2,73048,3984,,0,38491,,
2,73047,3688,,0,38195,,
2,73047,3689,,0,38196,,
2,73048,3985,,0,38492,,
2,73047,3690,,0,38197,,
2,73047,3691,,0,38198,,
3,73047,3746,,0,38253,,
3,73048,3986,,0,38493,,
3,73047,3747,,0,38254,,
3,73047,3748,,0,38255,,
3,73048,3987,,0,38494,,
3,73047,3749,,0,38256,,
3,73048,3988,,0,38495,,
3,73047,3750,,0,38257,,
3,73047,3751,,0,38258,,
3,73048,3989,,0,38496,,
3,73047,3752,,0,38259,,
3,73048,3990,,0,38497,,
3,73047,3753,,0,38260,,
3,73047,3754,,0,38261,,
3,73048,3991,,0,38498,,
3,73047,3755,,0,38262,,
3,73048,3992,,0,38499,,
3,73047,3756,,0,38263,,
3,73047,3757,,0,38264,,
3,73048,3993,,0,38500,,
3,73047,3758,,0,38265,,
3,73048,3994,,0,38501,,
3,73047,3759,,0,38266,,
3,73047,3760,,0,38267,,
3,73048,3995,,0,38502,,
3,73047,3761,,0,38268,,
3,73048,3996,,0,38503,,
3,73047,3762,,0,38269,,
3,73047,3763,,0,38270,,
3,73048,3997,,0,38504,,
3,73047,3764,,0,38271,,
3,73048,3998,,0,38505,,
3,73047,3765,,0,38272,,
3,73047,3766,,0,38273,,
3,73048,3999,,0,38506,,
3,73047,3767,,0,38274,,
3,73048,4000,,0,38507,,
3,73047,3768,,0,38275,,
3,73047,3769,,0,38276,,
4,73047,3774,,0,38281,,
4,73047,3785,,0,38292,,
4,73047,3770,,0,38277,,
4,73048,4001,,0,38508,,
4,73047,3771,,0,38278,,
4,73048,4002,,0,38509,,
4,73047,3772,,0,38279,,
4,73047,3773,,0,38280,,
4,73048,4003,,0,38510,,
4,73048,4004,,0,38511,,
4,73047,3775,,0,38282,,
4,73047,3776,,0,38283,,
4,73048,4005,,0,38512,,
4,73047,3777,,0,38284,,
4,73048,4006,,0,38513,,
4,73047,3778,,0,38285,,
4,73047,3779,,0,38286,,
4,73048,4007,,0,38514,,
4,73047,3780,,0,38287,,
4,73048,4008,,0,38515,,
4,73047,3781,,0,38288,,
4,73047,3782,,0,38289,,
4,73048,4009,,0,38516,,
4,73047,3783,,0,38290,,
4,73048,4010,,0,38517,,
4,73047,3784,,0,38291,,
4,73048,4011,,0,38518,,
4,73047,3786,,0,38293,,
4,73048,4012,,0,38519,,
4,73047,3787,,0,38294,,
4,73047,3788,,0,38295,,
4,73048,4013,,0,38520,,
4,73047,3789,,0,38296,,
4,73048,4014,,0,38521,,
4,73047,3790,,0,38297,,
4,73047,3791,,0,38298,,
4,73048,4015,,0,38522,,
4,73047,3792,,0,38299,,
4,73047,3793,,0,38300,,
5,73047,3794,,0,38301,,
5,73048,4016,,0,38523,,
5,73047,3795,,0,38302,,
5,73047,3796,,0,38303,,
5,73048,4017,,0,38524,,
5,73047,3797,,0,38304,,
5,73048,4018,,0,38525,,
5,73047,3798,,0,38305,,
5,73047,3799,,0,38306,,
5,73048,4019,,0,38526,,
5,73047,3800,,0,38307,,
5,73048,4020,,0,38527,,
5,73047,3801,,0,38308,,
5,73047,3802,,0,38309,,
5,73048,4021,,0,38528,,
5,73047,3803,,0,38310,,
5,73048,4022,,0,38529,,
5,73047,3804,,0,38311,,
5,73047,3805,,0,38312,,
5,73048,4023,,0,38530,,
5,73047,3806,,0,38313,,
5,73048,4024,,0,38531,,
5,73047,3807,,0,38314,,
5,73047,3808,,0,38315,,
5,73048,4025,,0,38532,,
5,73047,3809,,0,38316,,
5,73048,4026,,0,38533,,
5,73047,3810,,0,38317,,
5,73047,3811,,0,38318,,
5,73048,4027,,0,38534,,
5,73047,3812,,0,38319,,
5,73048,4028,,0,38535,,
5,73047,3813,,0,38320,,
5,73047,3814,,0,38321,,
5,73048,4029,,0,38536,,
5,73047,3815,,0,38322,,
5,73048,4030,,0,38537,,
5,73047,3816,,0,38323,,
5,73047,3817,,0,38324,,
6,73047,3818,,0,38325,,
6,73048,4031,,0,38538,,
6,73047,3819,,0,38326,,
6,73048,4032,,0,38539,,
6,73047,3820,,0,38327,,
6,73048,4033,,0,38540,,
6,73047,3821,,0,38328,,
6,73048,4034,,0,38541,,
6,73047,3822,,0,38329,,
6,73048,4035,,0,38542,,
6,73048,4036,,0,38543,,
6,73047,3823,,0,38330,,
