route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
1050 A,MS,1050 A,,3,,
X,MS,X,,3,,
SLAC,MS,SLAC,,3,,
TECH,MS,TECH,,3,,
EB,MS,EB,,3,,
AE-F,MS,AE-F,,3,,
RP,MS,RP,,3,,
P,MS,P,,3,,
W,MS,W,,3,,
N,MS,N,,3,,
BOH,MS,BOH,,3,,
OCA,MS,OCA,,3,,
VA,MS,VA,,3,,
S,MS,S,,3,,
HD,MS,HD,,3,,
C,MS,C,,3,,
MC,MS,MC,,3,,
SE,MS,SE,,3,,
O,MS,O,,3,,
Y,MS,Y,,3,,
MCH,MS,MCH,,3,,
SE Special,MS,,SE Special,3,,
