service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
73056,1,0,0,0,0,0,0,20160814,20161119
73057,0,1,0,1,1,0,0,20160814,20161119
73058,0,0,1,0,0,0,0,20160814,20161119
73059,0,0,0,0,0,1,0,20160814,20161119
73060,0,0,0,0,0,0,1,20160814,20161119
73061,0,0,0,1,1,0,0,20160814,20161119
73062,1,1,1,1,0,0,0,20160814,20161119
73063,0,1,1,1,1,0,0,20160814,20161119
73064,1,1,0,1,1,0,0,20160814,20161119
73065,1,1,1,1,1,0,0,20160814,20161119
